chunk_id,doc_id,file_name,folder,act_name,regime_type,act_subtype,jurisdiction,year,section_or_clause,page_number,page_numbers,chunk_text,token_count
DOC024_chunk_022,DOC024,10_Botanical-Drug-Development--Guidance-for-Industry.pdf,03_international,Botanical-Drug-Development--Guidance-for-Industry,international_treaty,design,international,,5.   Carcinogenicity Studies,23,"23, 24","5.   Carcinogenicity Studies

          Carcinogenicity studies are typically submitted with an NDA for chronic use indications. To
          meet this goal, dose range finding studies and the carcinogenicity studies should generally be
          conducted during the IND phase. The indication and duration of the intended use of the botanical
          drug product will influence the need for carcinogenicity studies and their timing relative to
          clinical development.29 Protocols for carcinogenicity studies should be submitted to the Agency
          for review under Special Protocol Assessment30 and for concurrence prior to the initiation of
          such studies to ensure that the dose selection and study design are acceptable. In particular, these
          protocols should identify the rationale for selecting the high dose for the carcinogenicity study.31

          25 See ICH S3A Toxicokinetics: The Assessment of Systemic Exposure in Toxicity Studies and S3B
          Pharmacokinetics: Guidance for Repeated Dose Tissue Distribution Studies.
          26 See ICH S5A Detection of Toxicity to Reproduction for Medicinal Products, S5B Detection of Toxicity to
          Reproduction for Medicinal Products: Addendum on Toxicity to Male Fertility, and ICH M3(R2), supra note 23.
          27 See ICH S2(R1) Genotoxicity Testing and Data Interpretation for Pharmaceuticals Intended for Human Use.
          28 See § 312.23(a)(8)(ii)(a).
          29 See Environmental Assessment Guidance, supra note 20. Also, see ICH S1A The Need for Long-Term Rodent
          Carcinogenicity Studies of Pharmaceuticals and S1B Testing for Carcinogenicity in Pharmaceuticals.
          30 See the Guidance for Industry on Special Protocol Assessment.
          31 See ICH S1C(R2) Dose Selection for Carcinogenicity Studies of Pharmaceuticals.

                                          19

Contains Nonbinding Recommendations",244
DOC024_chunk_023,DOC024,10_Botanical-Drug-Development--Guidance-for-Industry.pdf,03_international,Botanical-Drug-Development--Guidance-for-Industry,international_treaty,design,international,,6.   Other Toxicity Studies,24,24,"6.   Other Toxicity Studies

          In general, recommendations for special pharmacological/toxicological studies (e.g., studies that
          are used to identify potential biomarkers or provide mechanistic understanding) for botanical
          drugs are not different from those for nonbotanical drugs.",35
DOC024_chunk_024,DOC024,10_Botanical-Drug-Development--Guidance-for-Industry.pdf,03_international,Botanical-Drug-Development--Guidance-for-Industry,international_treaty,design,international,,7.   Regulatory Considerations,24,24,"7.   Regulatory Considerations

          Nonclinical pharmacological and toxicological studies that the sponsor conducts as part of

          botanical drug development and to support safety should generally be performed in accordance
          with regulations governing good laboratory practices under 21 CFR Part 58. Both the botanical
          drug substance and drug product should be manufactured to achieve adequate batch-to-batch
          consistency as outlined in this guidance’s CMC sections. If changes occur in the botanical drug
          substance or botanical drug product during clinical development, nonclinical bridging studies
          may be needed to comply with 21 CFR 312.23(a)(8)(ii)(a).

               E.   Clinical Pharmacology

          To support Phase 3 clinical studies of a botanical drug product, regardless of its marketing
          experience in the United States or other countries, the sponsor should provide the dose selection

          rationale (including a description of the human pharmacokinetic and pharmacodynamic
          relationships for both efficacy and safety, if available). This information should be provided in
          addition to the information recommended in Section V.D. It may be useful for the sponsor to
          perform clinical trial simulations prior to conducting Phase 3 clinical studies, if feasible. The
          sponsor is encouraged to meet with the Agency to reach agreement on the sponsor’s planned
          clinical pharmacology development programs prior to Phase 3.

               F.   Clinical Considerations

          Phase 3 clinical studies of botanical drugs have the same purpose as Phase 3 clinical studies of
          nonbotanical drugs. Many general and therapeutic area-specific guidance documents are

          available on the FDA Drugs guidance web page.32 Special considerations for Phase 3 clinical
          studies of botanical drugs are summarized as follows:",251
DOC024_chunk_025,DOC024,10_Botanical-Drug-Development--Guidance-for-Industry.pdf,03_international,Botanical-Drug-Development--Guidance-for-Industry,international_treaty,design,international,,1.   Study Design for Multiple Batch Analyses,24,"24, 25","1.   Study Design for Multiple Batch Analyses

          Analyses of batch effects on clinical endpoints (i.e., batch effect analyses) should be considered
          when drug product batches exhibit variations (e.g., a variation in chemical composition),
          potentially affecting clinical outcomes. These are additional analyses beyond the standard
          primary efficacy analyses usually performed. Standard analyses involve comparing a control
          group to a treatment group composed of subjects pooled across different batches. The batches
          that are chosen should be representative of the marketing batches and should not be too

          32 See www.fda.gov/Drugs/GuidanceComplianceRegulatoryInformation/Guidances/default.htm.

                                          20

Contains Nonbinding Recommendations

          homogenous. The goal of these analyses is to quantify potential heterogeneity in clinical
          outcomes for subjects who receive different batches in the study. This is in principle similar to
          other types of subgroup analyses.33

          If batch effect analyses are warranted, the sponsor should design clinical studies to facilitate these
          analyses, pre-specify in the protocols how these analyses will be carried out, discuss with the
          appropriate OND review division the pre-planned models for these analyses, and present the
          results of these analyses in the clinical study report. Batch effect analyses are usually exploratory,
          with no formal requirement of control of the Type I error rate. The remainder of this section

          provides more details on our recommendations for clinical study design, as well as modeling and
          presentation of clinical study results, to accommodate batch effect analyses.

          Randomization of subjects to different batches in each site is highly recommended to facilitate
          batch effect analyses. For instance, a study of three different batches is conceptually similar to a
          study with three different randomized dosage groups and one control group. If subjects are not
          randomized to different batches, a direct comparison of clinical outcomes in different batches can
          be confounded by other effects. For example, if drug products supplied to any given site are only
          from one batch rather than from multiple batches, then a direct comparison of clinical outcomes
          in different batches is confounded with site effects on clinical outcomes.

          The sponsor should also ensure that subjects randomized to a certain batch group receive study
          drug from the same batch for the duration of the study. In situations where this may not be
          possible, the batch effect analyses may only be able to estimate a batch sequence effect.

          With regard to modeling and presentation of results from batch effect analyses, the sponsor
          should include summary tables and/or forest plots displaying estimates and confidence intervals
          of clinical outcomes or treatment effect by batch, describe the pre-planned models used to
          generate these results, assess possible heterogeneity of clinical outcomes in subjects that receive
          different batches, and describe the statistical measures of heterogeneity and statistical tests of
          homogeneity used. In addition, the sponsor should provide a summary of the subjects’ baseline
          characteristics by batch to explore possible imbalances in the subjects’ baseline characteristics

          between batches and identify possible confounders of batch effect on clinical outcomes.",479
DOC024_chunk_026,DOC024,10_Botanical-Drug-Development--Guidance-for-Industry.pdf,03_international,Botanical-Drug-Development--Guidance-for-Industry,international_treaty,design,international,,2.   Dose-Response Effect; 3.   Clinical Studies of Botanical Drugs for Serious Conditions,25,"25, 26","2.   Dose-Response Effect

          Another approach to show that clinical response to a botanical drug will not be affected by
          variations of different batches is to demonstrate that the drug’s effect on clinical outcomes is not
          sensitive to dose, while also demonstrating that the studied doses are more effective than placebo
          or control, or not inferior to active treatment. If a randomized, multiple-dose, parallel group
          design, Phase 3 study demonstrates a similar treatment effect across multiple doses, concerns
          about the impact of variability in chemical composition across batches may be diminished.
          Therefore, to facilitate the Agency’s evaluation of the effects of doses on clinical outcomes, the

          33 See Section 5.7 of ICH E9 Statistical Principles for Clinical Trials.

                                          21

Contains Nonbinding Recommendations

          sponsor should summarize the results of different doses on clinical outcomes, including estimates
          and confidence intervals of treatment effects by dose displayed in tables and/or forest plots, in the
          clinical study report.

3.   Clinical Studies of Botanical Drugs for Serious Conditions

          While extensive anecdotal human experience for some botanical drugs may exist, not knowing
          the active constituent(s) and/or mechanisms of action may cast doubt on the drug’s presumed
          efficacy. Lack of scientifically reliable and relevant data to support efficacy may raise ethical

          concerns for clinical studies evaluating the botanical drug alone, especially for serious
          conditions. In these cases, an “add-on to standard care versus standard care” design is preferred
          to a “stand-alone versus control” design in clinical studies for serious conditions. However, add-
          on designs present the possibility of an adverse interaction between the standard of care and the
          botanical drug. If such an interaction is possible and strong evidence is available to support the
          presumed efficacy of the botanical drug alone, alternative designs (e.g., adding a third arm of
          botanical drug alone) should be considered.",297
DOC024_chunk_027,DOC024,10_Botanical-Drug-Development--Guidance-for-Industry.pdf,03_international,Botanical-Drug-Development--Guidance-for-Industry,international_treaty,design,international,,4.   Other Study Design Issues,26,26,"4.   Other Study Design Issues

          When the rationale for developing certain botanical drug products is based on prior clinical

          experience in alternative medical systems (e.g., Ayurveda, traditional Chinese medicine, Unani,
          Sidha, and other herbal medicine and pharmacognosy textbooks), the sponsor may propose to
          incorporate traditional practices into their clinical protocols. For example, patients may be
          selected or grouped based on alternative medical theory or practice and treated with specific
          botanical regimens accordingly, or the final dosage form may be prepared by individual patients
          according to traditional Chinese or Indian methods.

          These unconventional measures should be considered individually and could be acceptable if
          they will help ensure or enhance the therapeutic effect for an acceptable indication and can be
          described and translated into practical instructions for use in the labeling for patients and
          healthcare providers in the United States. The sponsor contemplating such approaches should

          consult with the appropriate OND review division.

               G.   Applicability of Combination Drug Regulations

          Fixed dose drug combinations (FDCs) are combinations of two or more active drugs in a single
          dosage form, as defined under the Fixed-Combination regulations (21 CFR 300.50 and",185
DOC024_chunk_028,DOC024,10_Botanical-Drug-Development--Guidance-for-Industry.pdf,03_international,Botanical-Drug-Development--Guidance-for-Industry,international_treaty,design,international,,330.10(a)(4)(iv)). Current regulations require demonstration of the contribution toward overall,26,"26, 27, 28","330.10(a)(4)(iv)). Current regulations require demonstration of the contribution toward overall
          efficacy and safety of each component of a combination drug product; however, the applicability
          of this regulation to a botanical drug product is dependent on the type of mixture from which the
          drug is derived. For example, a botanical drug product derived from a single source (e.g.,
          American ginseng root) would not be considered a fixed combination drug product under the

          Fixed-Combination regulations because the entire botanical mixture generally is considered to be
          the active ingredient. The Agency recognizes that demonstrating each botanical raw material’s
          contribution to safety and efficacy in a product with multiple botanical raw materials may not

                                          22

Contains Nonbinding Recommendations

          always be feasible. In addition, the Agency believes that it is desirable to facilitate the
          development of natural source products that have been used in humans, thus the Agency has
          proposed revisions to the current Fixed-Combination regulations that would allow FDA to waive
          the combination rule requirements in certain situations.34 For example, the proposed rule
          envisions that botanical drug products composed of multiple botanical raw materials in fixed
          ratios (e.g., from multiple parts of the same plant or from parts of different plant species) could
          be considered for waiver, provided that there is prior human experience for the clinical use of
          such a combination. Until a final rule is issued, sponsors are encouraged to discuss such
          approaches for a botanical drug product candidate composed of multiple botanical raw materials

          with the appropriate OND review division.

          VII. NDAS FOR BOTANICAL DRUG PRODUCTS

          The pre-NDA meeting is of particular importance for botanical drug products, given their unique
          characteristics and considerations. The pre-NDA meeting should be held sufficiently in advance
          of (e.g., more than 2 months before) the planned NDA submission to allow the applicant enough
          time to meaningfully respond to the Agency’s feedback. In accordance with the Prescription
          Drug User Fee Act (PDUFA V) performance goals,35 the Agency and applicant will agree on the
          content of a complete application for the proposed indication(s) at the pre-NDA meeting.
          Agreements and discussions will be summarized at the conclusion of the meeting and reflected in

          the Agency’s meeting minutes.

          Submission requirements for an NDA for a botanical drug product are generally no different
          from those for other drug products. For instructions and advice on submitting NDAs (applicable
          to all drug products), the applicant should refer to existing Agency regulations and FDA
          guidances. The applicant should submit an NDA for a botanical drug product in the Electronic
          Common Technical Document (eCTD) format.36 Issues specific to NDAs for botanical drug
          products are discussed in this section. Refer to previous sections of this guidance for details on
          data to be acquired and the studies to be conducted to collect such data during the IND process.

               A.   Description of Product and Documentation of Prior Human Experience

          All information provided in the IND should be submitted in the NDA. Refer to Sections V.A.1
          and 2. If more recent human experience exists for the botanical drug (e.g., based on a similar
          drug product marketed in foreign countries), an updated summary also should be provided in the
          NDA.

          34 See the proposed rule “Fixed-Combination and Co-Packaged Drugs: Applications for Approval and Combinations
          of Active Ingredients Under Consideration for Inclusion in an Over-the-Counter Monograph” (80 FR 79776,
          December 23, 2015).
          35 See PDUFA Reauthorization Performance Goals and Procedures for Fiscal Years 2013 through 2017 at
          http://www.fda.gov/downloads/forindustry/userfees/prescriptiondruguserfee/ucm270412.pdf.
          36 For information about a Common Technical Document (CTD), see the Guidance for Industry on M4:
          Organization of the CTD. For information about an Electronic Common Technical Document, see the FDA web
          page eCTD Basics and Getting Started.

                                          23

Contains Nonbinding Recommendations

               B.   Quality Control

          Because the drug substance’s active constituents may not be unequivocally identified, the
          technical challenges for quality control are to determine a botanical drug’s identity and ensure its
          consistency of strength. A botanical drug product’s quality control should consider a totality-of-
          the-evidence approach as outlined in Sections III.B and VII.F. It should extend to the raw
          material(s) and may require additional measures such as biological assays and/or information on
          the effect of variations on clinical outcomes from a multiple batch clinical study.",693
DOC024_chunk_029,DOC024,10_Botanical-Drug-Development--Guidance-for-Industry.pdf,03_international,Botanical-Drug-Development--Guidance-for-Industry,international_treaty,design,international,,1.   Botanical Raw Material,28,28,"1.   Botanical Raw Material

          A botanical drug product’s quality control should start with the raw material(s) and should be
          described in the NDA. Specific information on medicinal plants (e.g., verification of authenticity
          with morphology, macroscopic and microscopic analysis, and chemical analysis), agricultural
          practices (e.g., growing, harvesting, and storage conditions), geographic locations, and collection
          and processing methods should be identified. The applicant should establish GACP and
          summarize the related procedures for each of the botanical raw materials when submitting an
          NDA. The general GACP principles established by the World Health Organization (WHO),
          European Medicines Agency (EMA), or the regulatory body of the botanical raw material
          growing region should be referenced. DNA fingerprinting may be warranted in cases of

          complicated taxonomy and when identification issues related to the botanical raw material exist.
          For example, if multiple related plant species have been used to produce a particular botanical
          raw material, the DNA fingerprint may provide more plant-specific characteristics for
          identification than would other methods. In addition, the applicant should describe approaches
          used to minimize contamination, deterioration, and variations. The same methods should be used
          to collect and process the raw material(s) for manufacturing the botanical drug substance tested
          during early-phase clinical studies and the drug substance tested during late-phase clinical
          studies. Making changes to these collection and processing methods during clinical development
          could change the chemical profile of the drug substance in the resulting botanical drug product
          and may warrant bridging studies to justify reliance of previous clinical testing results. Also see
          Sections V.A.1 and B.1.",253
DOC024_chunk_030,DOC024,10_Botanical-Drug-Development--Guidance-for-Industry.pdf,03_international,Botanical-Drug-Development--Guidance-for-Industry,international_treaty,design,international,,2.   Botanical Drug Substance and Drug Product,28,"28, 29, 30, 31","2.   Botanical Drug Substance and Drug Product

a.   Identity

Because of inherent difficulties in characterizing all chemical constituents in botanical drugs,
          establishing their identity relies not only on chemical characterization of molecules in the
          mixture, but also on other aspects, including control of the raw material(s) at the medicinal plant
          level, characterization of relative potency and activity by a biological assay, and/or clinically
          relevant specifications based on results of the multiple batch clinical studies. Nevertheless, the
          applicant should evaluate the current and emerging technologies and develop orthogonal

analytical methods to provide adequate identification and quantification of the active or chemical
          constituents in a botanical drug. When the active constituents are not known and the botanical
          mixture cannot be fully characterized, the applicant may then select a characteristic profile of

24

Contains Nonbinding Recommendations

chemical constituents (which shows sensitivity to changes in the quality of the raw material(s)
          and/or manufacturing conditions for drug substance and product) for identity testing.

b.   Chemical characterization

The multiple analytical methodologies used for chemical characterization of the botanical drug
          should be fully described in the NDA. The NDA should include all chemical tests performed to
          qualitatively and quantitatively characterize active or chemical constituents, as well as provide
          data to address mass balance.

c.   Manufacturing processes

The applicant should provide information about all of the sites that will be used to manufacture
          the drug substance and drug product for commercial distribution. Changes in the drug
          substance’s manufacturing sites should be avoided, especially during late-phase clinical
          development. The NDA should include full manufacturing information, including manufacturing
          equipment used, in-process controls, and testing.

The drug substance and drug product manufacturing processes should be finalized, and in-
          process controls and testing should be established.

d.   Biological assay

In cases where chemical testing alone may not be sufficient to ensure quality and thus therapeutic
          consistency, the applicant should include a biological assay in the release specifications and
          stability protocols for the botanical drug substance and/or drug product. A biological assay that
          reflects the drug’s known or intended mechanism of action is preferred.

Because results from a biological assay are inherently more variable than most of the chemical
          assays, the batch potency and activity should be measured relative to a suitable reference
          standard or material; results should be expressed in units of activity calibrated against the

reference standard or material. The applicant should incorporate system suitability criteria and
          quality controls to ensure that the assay will perform in a reproducible and predictable manner.

At the time of the NDA submission, the applicant should appropriately validate the biological
          assay. At a minimum, the validation should demonstrate accuracy, precision, specificity,
          linearity, and range.

When the same botanical drug product is intended for multiple indications, the applicant should
          consult with the appropriate OND review division regarding whether it is necessary to develop a
          separate biological assay for each indication.37

37 See ICH Q6B Specifications: Test Procedures and Acceptance Criteria for Biotechnological/Biological Products
          and USP Biological Assays <1032>: Design and Development of Biological Assays and USP <1033>: Biological
          Assay Validation.

25

Contains Nonbinding Recommendations

e.   Specifications

The experience and data accumulated during the development of a botanical drug should form
          the basis for setting clinically relevant specifications. Analytical procedures should be properly
          validated. In addition, when multiple orthogonal methods are used, the totality of the data from
          all analytical procedures should be able to demonstrate the mass balance in the test sample on the
          basis of the different classes of chemicals and, if appropriate, among the individual constituents
          detected within a chemical class. Analytical methods should also be sensitive to detect any

differences in critical quality attributes among multiple batches.

The following tests on the drug substance should be included, if possible (see § 314.50(d)(1)):",619
DOC024_chunk_031,DOC024,10_Botanical-Drug-Development--Guidance-for-Industry.pdf,03_international,Botanical-Drug-Development--Guidance-for-Industry,international_treaty,design,international,,2.   Botanical Drug Substance and Drug Product,28,"28, 29, 30, 31","of the different classes of chemicals and, if appropriate, among the individual constituents detected within a chemical class. Analytical methods should also be sensitive to detect any differences in critical quality attributes among multiple batches. The following tests on the drug substance should be included, if possible (see § 314.50(d)(1)):

•  Amount by weight of each known chemical constituent and total amount of constituents
               in the same class,
            •  Area percentage of each unknown peak,
            •  Relative Retention Time (RRT) of each unknown quantifiable peak,
            •  Amounts by weight of total lipids and individual fatty acids,

•  Amounts by weight of total amino acids and individual amino acids,
            •  Total amount by weight of simple carbohydrates,
            •  Total amount by weight of complex carbohydrates,
            •  Amounts by weight of total vitamins and individual vitamins, and
            •  Ash content (see USP <561 >, Articles of Botanical Origin).

If a biological assay is needed for quality control, the mass balance should be evaluated in
          conjunction with the biological assay.

f.   Stability

The applicant should develop, validate, and use stability-indicating analytical methods and/or a
          biological assay to monitor the stability of the botanical drug substance and drug product. The
          applicant also should perform stress stability studies to identify degradation products in the drug
          substance and drug product, assess the potential toxicity, and provide adequate control of these
          degradation products. A retest period for a drug substance and an expiration dating period for a
          botanical drug product should be established based on data from stability studies designed
          according to the scientific principles described in ICH Q1A(R2).38

g.   Drug master file

CMC information about the botanical raw material and/or drug substance may be submitted as
          part of the IND, NDA, or a drug master file (DMF). However, if the applicant relies on
          information in a DMF, the applicant should have adequate acceptance testing (e.g., chemical

38 See ICH Q1A(R2), supra note 19.

26

Contains Nonbinding Recommendations

identification test, content, biological assay) before accepting the raw materials and/or drug
          substance received from the DMF holder for further processing or for direct use in humans.

h.   Naming consideration

Regulation at 21 CFR § 299.4(d) encourages the applicant to contact the United States Adopted
          Name (USAN) Council for designation of an established name. When deriving an established
          name for the botanical drug substance, the USAN Council will base its consideration on a
          common similar pharmacological action or common structural type for the active or chemical

constituents in the mixture.39

The corresponding International Nomenclature body (the INN Expert Committee) does not grant
          INNs for mixtures, so a botanical drug substance will not be granted an INN.

i.   Current good manufacturing practices

Because of a botanical drug’s heterogeneous nature and uncertainty in its defined active
          constituents, control of botanical raw materials—including their storage conditions and
          processing methods—is of particular importance in the manufacture of a botanical drug
          substance. The applicant should provide sufficient information about the quality of the starting

material in the application and should not rely solely on quality control of the finished product
          for a botanical drug product. The manufacturing of botanical drug substance should be in
          compliance with current good manufacturing practices (CGMPs). In some cases, compliance
          with both GACP and CGMPs may be warranted to cover the way in which the botanical raw
          material is grown, collected, processed, and stored. The applicant should designate and document
          the rationale for the point at which production of the drug substance begins and is encouraged to
          contact the appropriate review division in the Office of Pharmaceutical Quality to reach
          agreement on this aspect.

j.   Environmental assessment

Environmental assessment (EA) requirements for NDA approval are described in 21 CFR §§",611
DOC024_chunk_032,DOC024,10_Botanical-Drug-Development--Guidance-for-Industry.pdf,03_international,Botanical-Drug-Development--Guidance-for-Industry,international_treaty,design,international,,"25.30, 25.31, and 25.40. The Agency regards the submission of an NDA for a drug derived from",31,"31, 32, 33","25.30, 25.31, and 25.40. The Agency regards the submission of an NDA for a drug derived from
          plants taken from the wild as an extraordinary circumstance requiring the submission of an EA.40

39 If a drug substance submitted to the USAN Council for naming is closely related to a compendial article (i.e.,
          USP/National Formulary (NF)), compliant with the current USP/NF monograph, or purified to a different extent than
          required in the monograph, the USAN Council has three basic options in naming the substance:

1) Vote “No USAN,” stating that the substance is already compendial and has a compendial name;
            2) Vote to adopt the compendial name as USAN (in some cases, the name is NF and the monograph concerns use as an
               inactive ingredient), and the USAN would provide an official name for the substance for use as an active drug
               substance; or
            3) Vote to adopt a name different from the compendial name. This might be done if the origin of the botanical raw
               material or level of purification or manufacturing results in a different mode of action, clinical indication, or safety,
               efficacy, or pharmacokinetics profile.
          40 See Environmental Assessment Guidance, supra note 20.

27

Contains Nonbinding Recommendations

C.   Nonclinical Safety Assessment

Pharmacology and toxicology requirements for an NDA for a botanical drug are anticipated to be
          the same as those for a nonbotanical drug. Standard guidance documents are available on the
          FDA Drugs guidance web page.41 The applicant should work closely with the Agency on all
          regulatory issues relating to pharmacology and toxicology studies needed during the IND
          process. Possible exceptions to normal drug development recommendations should have been
          initially discussed with the Agency by the end of Phase 2, and general agreements should be

reached by the end of Phase 3 studies and captured in pre-NDA meeting minutes in accordance
          with PDUFA V performance goals.

D.   Clinical Pharmacology

The general requirements for in vivo bioavailability data in an NDA (described in § 320.21) are
          applicable to botanical drugs (see Sections V.D and VI.E). The type of bioavailability study that
          is appropriate for a specific botanical drug product is based on the following: (1) information on
          the active constituents, if known; (2) the complexity of the drug substance; and (3) the
          availability of sensitive analytical methods. Because there could likely be more than one
          chemical constituent in a botanical drug or the active constituents may not be identified, standard

in vivo bioavailability and pharmacokinetic studies that measure the blood or urine concentration
          of the active moieties or active metabolites may be difficult or impossible to perform.
          Documentation of the methods evaluated and the reason for their abandonment should be
          provided. As an alternative, it may be reasonable to measure an acute pharmacological effect as a
          function of time using an appropriate biological assay method. Well-controlled clinical studies
          that establish the botanical drug’s safety and efficacy may be considered acceptable for
          measuring bioavailability when other methods are not possible.

The general criteria for granting a waiver of in vivo bioavailability data in an NDA, described in
          § 320.22, are applicable to botanical drug products. The Agency may, for good cause, waive or
          defer the in vivo bioavailability study requirement if a waiver or deferral is compatible with the

protection of the public health (see § 320.22(e)).

The applicant should refer to existing regulations and FDA guidance documents for further
          instructions on the format and content of the clinical pharmacology sections of NDAs.

E.   Clinical Evidence of Efficacy and Safety

The overall requirements for demonstrating a botanical drug product’s efficacy and safety are the
          same as those for other drug products. The applicant should refer to existing regulations and
          FDA guidance documents for further instructions on the format and content of the clinical
          sections of NDAs. See also Sections VI.F and G.

41 See www.fda.gov/Drugs/GuidanceComplianceRegulatoryInformation/Guidances/default.htm.

28

Contains Nonbinding Recommendations

F.   Evidence To Ensure Therapeutic Consistency",645
DOC024_chunk_033,DOC024,10_Botanical-Drug-Development--Guidance-for-Industry.pdf,03_international,Botanical-Drug-Development--Guidance-for-Industry,international_treaty,design,international,,"25.30, 25.31, and 25.40. The Agency regards the submission of an NDA for a drug derived from",31,"31, 32, 33","as those for other drug products. The applicant should refer to existing regulations and FDA guidance documents for further instructions on the format and content of the clinical sections of NDAs. See also Sections VI.F and G. 41 See www.fda.gov/Drugs/GuidanceComplianceRegulatoryInformation/Guidances/default.htm. 28 Contains Nonbinding Recommendations F. Evidence To Ensure Therapeutic Consistency

One of the key challenges for manufacturers of a botanical drug product is to ensure that different
          marketing batches, with their variations, have the therapeutic effect consistent with those of the
          batches used in the Phase 3 clinical studies. Given the heterogeneous nature of botanical drug
          products, chemical testing alone may not be sufficient for quality control and therefore for
          ensuring therapeutic consistency. As outlined in Section III.B, quality control of botanical drug
          products should take into consideration the three following aspects: (1) botanical raw material

control, (2) quality control by chemical tests and manufacturing control, and (3) biological assay
          and clinical data. These different aspects of the quality control should be viewed collectively. For
          example, the amount of data needed from (1) and/or (3) (biological assay) could depend on the
          extent to which the molecules in a botanical mixture are characterized based on the chemical
          testing in (2). The applicant should provide an integrated assessment of the above three quality
          control aspects to demonstrate that the commercial botanical drug product batches will have the
          therapeutic effect consistent with those observed in the pre-marketing clinical testing.

The quality information should be collected from the clinical studies conducted during drug
          development, as discussed under different sections earlier in this guidance. All available data
          should be summarized and an integrated evaluation should be presented in the NDA in a

botanical drug-specific section entitled “Assurance of Therapeutic Consistency” under Module",287
DOC024_chunk_034,DOC024,10_Botanical-Drug-Development--Guidance-for-Industry.pdf,03_international,Botanical-Drug-Development--Guidance-for-Industry,international_treaty,design,international,,2.3.P.2 (Pharmaceutical Development).; 1.   Raw Material Control; 2.   Quality Control by Chemical Tests and Manufacturing Control,33,33,"2.3.P.2 (Pharmaceutical Development).

1.   Raw Material Control

          Refer to Section VII.B.1.

2.   Quality Control by Chemical Tests and Manufacturing Control

          Refer to Section VII.B.2.",24
DOC024_chunk_035,DOC024,10_Botanical-Drug-Development--Guidance-for-Industry.pdf,03_international,Botanical-Drug-Development--Guidance-for-Industry,international_treaty,design,international,,3.   Biological Assay(s) and Clinical Data,33,"33, 34","3.   Biological Assay(s) and Clinical Data

          While the raw material control and other CMC measures will help establish the identity and
          ensure the quality of the botanical drug products, information on correlations between such
          quality parameters and the pharmacological activity or clinical effect may be warranted in certain
          cases to ensure that variations in raw materials and drug substance will not affect a botanical
          drug product’s therapeutic consistency. Examples of such information are as follows:

                    a.   Biological assay

          As noted above, a biological assay is an important method by which to measure a botanical

          drug’s potency and activity. While the biological assay should be as closely related to the drug’s
          presumed mechanism of action as possible, other less relevant assays may also be considered and
          evaluated in individual cases. Also see Section VII.B.2.

                                          29

Contains Nonbinding Recommendations

                    b.   Clinical data

          Dose-response data (see Section VI.F.2): If the clinical effects are not sensitive to dose (but are
          still superior to the placebo control group), it can reasonably be assumed that the variations
          within the established specifications probably will not affect the therapeutic consistency of drug
          products.

          Multiple batch clinical data (see Section VI.F.1): Clinical studies in which subjects are

          randomized to receive different drug product batches can be used to assess treatment-by-batch
          interactions. Lack of significant interaction could provide confidence that therapeutic effects will
          be independent of drug batches within the established specification.

               G.   Postmarketing Considerations

          Because of the importance of having a stable source of the botanical raw material and consistent
          manufacturing process for the botanical drug substance, any changes made post-approval (e.g.,
          change in agricultural sites, agricultural and collection practice, and/or processing methods)
          should be assessed carefully to determine if drug product batches produced after such a proposed
          change would be sufficiently similar (pharmacologically and/or therapeutically) to batches

          produced before such a change. For botanical drug products, the effect of changes may not be
          easily evident. Additional studies (e.g., assessment of potency and activity using biological
          assays and/or other in vivo bridging studies) may be necessary. The Agency will determine the
          amount of data required on a case-by-case basis, taking into consideration a number of factors
          including, for example, the nature and extent of the changes and the extent of characterization of
          the active or chemical constituents in the mixture.

                                          30",382
DOC025_chunk_001,DOC025,10_EU_Directive_2004_24_Traditional_Herbal_Medicinal_Products.pdf,03_international,EU Directive 2004 24 Traditional Herbal Medicinal Products,international_treaty,other,international,2004,30.4.2004  EN             OfficialJournaloftheEuropeanUnion       L 136/85,1,"1, 2","30.4.2004  EN             OfficialJournaloftheEuropeanUnion       L 136/85

DIRECTIVE 2004/24/EC OF THE EUROPEAN PARLIAMENT AND OF THE COUNCIL

of 31 March 2004
             amending, as regards traditional herbal medicinal products, Directive 2001/83/EC on the
                      Community code relating to medicinal products for human use",39
